name,type,rating,price,link,distance,lat,lng
禾豐涮涮鍋,火鍋,4.4,$600-800,https://www.google.com/maps/place/%E7%A6%BE%E8%B1%90%E6%B6%AE%E6%B6%AE%E9%8D%8B/data=!4m7!3m6!1s0x3442aa2b87302f31:0xd7b199b37946a06e!8m2!3d25.0285277!4d121.5427009!16s%2Fg%2F1xcbm9yv!19sChIJMS8whyuqQjQRbqBGebOZsdc?authuser=0&hl=zh-TW&rclk=1,584.0,25.0285277,121.5427009
東豐東鍋物｜雞白湯｜頂級海陸食材｜個人式火鍋,火鍋,4.8,$$$,https://www.google.com/maps/place/%E6%9D%B1%E8%B1%90%E6%9D%B1%E9%8D%8B%E7%89%A9%EF%BD%9C%E9%9B%9E%E7%99%BD%E6%B9%AF%EF%BD%9C%E9%A0%82%E7%B4%9A%E6%B5%B7%E9%99%B8%E9%A3%9F%E6%9D%90%EF%BD%9C%E5%80%8B%E4%BA%BA%E5%BC%8F%E7%81%AB%E9%8D%8B/data=!4m7!3m6!1s0x3442ab8486c68eed:0x5b27ed015a7f3f8!8m2!3d25.0362052!4d121.5464321!16s%2Fg%2F11qqypfkp8!19sChIJ7Y7GhoSrQjQR-POnFdB-sgU?authuser=0&hl=zh-TW&rclk=1,382.0,25.0362052,121.5464321
洞天 粵式煲湯獨享鍋,火鍋,4.3,$200-400,https://www.google.com/maps/place/%E6%B4%9E%E5%A4%A9+%E7%B2%B5%E5%BC%8F%E7%85%B2%E6%B9%AF%E7%8D%A8%E4%BA%AB%E9%8D%8B/data=!4m7!3m6!1s0x3442abb6b5f1a77b:0x63e433db7d426642!8m2!3d25.0303767!4d121.5501156!16s%2Fg%2F11p75jmxf9!19sChIJe6fxtbarQjQRQmZCfdsz5GM?authuser=0&hl=zh-TW&rclk=1,726.0,25.0303767,121.5501156
橘色涮涮屋一館,火鍋,4.3,"超過 $2,000",https://www.google.com/maps/place/%E6%A9%98%E8%89%B2%E6%B6%AE%E6%B6%AE%E5%B1%8B%E4%B8%80%E9%A4%A8/data=!4m7!3m6!1s0x3442abd1ad179c45:0x2af77f3fe7862ca7!8m2!3d25.0387397!4d121.5462668!16s%2Fg%2F1hm2gg3d5!19sChIJRZwXrdGrQjQRpyyG5z9_9yo?authuser=0&hl=zh-TW&rclk=1,613.0,25.0387397,121.5462668
盧記麻辣火鍋,火鍋,4.5,$$,https://www.google.com/maps/place/%E7%9B%A7%E8%A8%98%E9%BA%BB%E8%BE%A3%E7%81%AB%E9%8D%8B/data=!4m7!3m6!1s0x3442ab91ff9c9121:0xb4f13fc6024c56d2!8m2!3d25.0362098!4d121.5468384!16s%2Fg%2F11jyzj9s32!19sChIJIZGc_5GrQjQR0lZMAsY_8bQ?authuser=0&hl=zh-TW&rclk=1,411.0,25.0362098,121.5468384
魚韻日式料理,日式,4.7,$400-600,https://www.google.com/maps/place/%E9%AD%9A%E9%9F%BB%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442aa2a49085d55:0x3869b38af32e7657!8m2!3d25.0286282!4d121.5400354!16s%2Fg%2F11c43nxv20!19sChIJVV0ISSqqQjQRV3Yu84qzaTg?authuser=0&hl=zh-TW&rclk=1,681.0,25.0286282,121.5400354
海福岡日式台式料理海鮮熱炒,日式,4.3,$200-400,https://www.google.com/maps/place/%E6%B5%B7%E7%A6%8F%E5%B2%A1%E6%97%A5%E5%BC%8F%E5%8F%B0%E5%BC%8F%E6%96%99%E7%90%86%E6%B5%B7%E9%AE%AE%E7%86%B1%E7%82%92/data=!4m7!3m6!1s0x3442aa2d0c35451b:0xf733838f7521a10b!8m2!3d25.028386!4d121.5467431!16s%2Fg%2F1pzsb5b7_!19sChIJG0U1DC2qQjQRC6EhdY-DM_c?authuser=0&hl=zh-TW&rclk=1,654.0,25.028386,121.5467431
三牛日本料理,日式,4.1,$$,https://www.google.com/maps/place/%E4%B8%89%E7%89%9B%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442abd190b5cf65:0x63b078b455e22abb!8m2!3d25.03685!4d121.5463556!16s%2Fg%2F1tv3lcn4!19sChIJZc-1kNGrQjQRuyriVbR4sGM?authuser=0&hl=zh-TW&rclk=1,433.0,25.03685,121.5463556
梟夜 日式餐酒館,日式,4.5,$600-800,https://www.google.com/maps/place/%E6%A2%9F%E5%A4%9C+%E6%97%A5%E5%BC%8F%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442ab2bd5a2e74b:0x7d91c6346aa83e32!8m2!3d25.0285468!4d121.5478933!16s%2Fg%2F11q1b2p6gx!19sChIJS-ei1SurQjQRMj6oajTGkX0?authuser=0&hl=zh-TW&rclk=1,698.0,25.0285468,121.5478933
紀々花 NONOKA CAFE BISTRO (紀紀花),日式,4.4,$400-600,https://www.google.com/maps/place/%E7%B4%80%E3%80%85%E8%8A%B1+NONOKA+CAFE+BISTRO+%28%E7%B4%80%E7%B4%80%E8%8A%B1%29/data=!4m7!3m6!1s0x3442ab3d398621cb:0x90d1f14bc6b39f34!8m2!3d25.040549!4d121.5421186!16s%2Fg%2F11t84n_3lk!19sChIJyyGGOT2rQjQRNJ-zxkvx0ZA?authuser=0&hl=zh-TW&rclk=1,786.0,25.040549,121.5421186
順園日式料理,日式,4.2,$$,https://www.google.com/maps/place/%E9%A0%86%E5%9C%92%E6%97%A5%E5%BC%8F%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442abd58b1bc8d5:0xfdd02a9864412478!8m2!3d25.036628!4d121.53721!16s%2Fg%2F1260d7xl6!19sChIJ1cgbi9WrQjQReCRBZJgq0P0?authuser=0&hl=zh-TW&rclk=1,749.0,25.036628,121.53721
早珊 Toast & Tea（歡迎來電外帶/內用）,早餐,4.8,$1-200,https://www.google.com/maps/place/%E6%97%A9%E7%8F%8A+Toast+%26+Tea%EF%BC%88%E6%AD%A1%E8%BF%8E%E4%BE%86%E9%9B%BB%E5%A4%96%E5%B8%B6%2F%E5%85%A7%E7%94%A8%EF%BC%89/data=!4m7!3m6!1s0x3442ab4eaddbcf83:0xd58fe3d05b9c78e4!8m2!3d25.033551!4d121.5478521!16s%2Fg%2F11mpbswpxh!19sChIJg8_brU6rQjQR5HicW9Djj9U?authuser=0&hl=zh-TW&rclk=1,400.0,25.033551,121.5478521
onns cafe 早午餐-大安網紅早午餐|東區網紅早午餐|信義區煙囪捲|早午餐|維也納咖啡|下午茶推薦|網紅咖啡廳|網紅咖啡廳,早餐,4.7,$400-600,https://www.google.com/maps/place/onns+cafe+%E6%97%A9%E5%8D%88%E9%A4%90-%E5%A4%A7%E5%AE%89%E7%B6%B2%E7%B4%85%E6%97%A9%E5%8D%88%E9%A4%90%7C%E6%9D%B1%E5%8D%80%E7%B6%B2%E7%B4%85%E6%97%A9%E5%8D%88%E9%A4%90%7C%E4%BF%A1%E7%BE%A9%E5%8D%80%E7%85%99%E5%9B%AA%E6%8D%B2%7C%E6%97%A9%E5%8D%88%E9%A4%90%7C%E7%B6%AD%E4%B9%9F%E7%B4%8D%E5%92%96%E5%95%A1%7C%E4%B8%8B%E5%8D%88%E8%8C%B6%E6%8E%A8%E8%96%A6%7C%E7%B6%B2%E7%B4%85%E5%92%96%E5%95%A1%E5%BB%B3%7C%E7%B6%B2%E7%B4%85%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x3442abf45a17b557:0x904a0fe96806c08e!8m2!3d25.0349928!4d121.5483344!16s%2Fg%2F11yd734mw3!19sChIJV7UXWvSrQjQRjsAGaOkPSpA?authuser=0&hl=zh-TW&rclk=1,472.0,25.0349928,121.5483344
餵我早餐 The Whale 大安店 (不接受訂位),早餐,4.4,$1-200,https://www.google.com/maps/place/%E9%A4%B5%E6%88%91%E6%97%A9%E9%A4%90+The+Whale+%E5%A4%A7%E5%AE%89%E5%BA%97+%28%E4%B8%8D%E6%8E%A5%E5%8F%97%E8%A8%82%E4%BD%8D%29/data=!4m7!3m6!1s0x3442ab5de0501d2f:0xb885abfe8e63fbc8!8m2!3d25.0331512!4d121.5445233!16s%2Fg%2F11j01dsl7s!19sChIJLx1Q4F2rQjQRyPtjjv6rhbg?authuser=0&hl=zh-TW&rclk=1,86.0,25.0331512,121.5445233
餵我早餐 The Whale 公園店,早餐,4.2,$200-400,https://www.google.com/maps/place/%E9%A4%B5%E6%88%91%E6%97%A9%E9%A4%90+The+Whale+%E5%85%AC%E5%9C%92%E5%BA%97/data=!4m7!3m6!1s0x3442abd52efeb0ef:0x4e2deb72871edddd!8m2!3d25.032744!4d121.53929!16s%2Fg%2F11c2pnp48m!19sChIJ77D-LtWrQjQR3d0eh3LrLU4?authuser=0&hl=zh-TW&rclk=1,474.0,25.032744,121.53929
千螢早餐店,早餐,4.8,$1-200,https://www.google.com/maps/place/%E5%8D%83%E8%9E%A2%E6%97%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x3442abd200d1d3ff:0xc2a12f3114f78d6e!8m2!3d25.0351544!4d121.5482644!16s%2Fg%2F11c1xm5111!19sChIJ_9PRANKrQjQRbo33FDEvocI?authuser=0&hl=zh-TW&rclk=1,471.0,25.0351544,121.5482644
NUAN暖廚 仁愛店,早餐,4.6,$1-200,https://www.google.com/maps/place/NUAN%E6%9A%96%E5%BB%9A+%E4%BB%81%E6%84%9B%E5%BA%97/data=!4m7!3m6!1s0x3442abb591089ecf:0xf3f8f12df3fd1bb9!8m2!3d25.0370677!4d121.5501727!16s%2Fg%2F11fq9fm5hx!19sChIJz54IkbWrQjQRuRv98y3x-PM?authuser=0&hl=zh-TW&rclk=1,738.0,25.0370677,121.5501727
迎園早餐,早餐,4.5,$1-200,https://www.google.com/maps/place/%E8%BF%8E%E5%9C%92%E6%97%A9%E9%A4%90/data=!4m7!3m6!1s0x3442ab00095a7dc3:0x5af534e3c4aca66f!8m2!3d25.034319!4d121.5386794!16s%2Fg%2F11wjcn4mws!19sChIJw31aCQCrQjQRb6asxOM09Vo?authuser=0&hl=zh-TW&rclk=1,530.0,25.034319,121.5386794
瑞安豆漿大王,早餐,4.0,$1-200,https://www.google.com/maps/place/%E7%91%9E%E5%AE%89%E8%B1%86%E6%BC%BF%E5%A4%A7%E7%8E%8B/data=!4m7!3m6!1s0x3442aa2b983e28df:0x54081303a8bfb1f0!8m2!3d25.0285427!4d121.541386!16s%2Fg%2F1wk6xggy!19sChIJ3yg-mCuqQjQR8LG_qAMTCFQ?authuser=0&hl=zh-TW&rclk=1,623.0,25.0285427,121.541386
小廣記早餐店,早餐,4.5,$1-200,https://www.google.com/maps/place/%E5%B0%8F%E5%BB%A3%E8%A8%98%E6%97%A9%E9%A4%90%E5%BA%97/data=!4m7!3m6!1s0x3442abd16866f365:0x5a4d933796fed2a9!8m2!3d25.037128!4d121.544283!16s%2Fg%2F11xbxfkw_!19sChIJZfNmaNGrQjQRqdL-ljeTTVo?authuser=0&hl=zh-TW&rclk=1,387.0,25.037128,121.544283
Le Corner早餐/早午餐/外送午餐便當,早餐,4.5,$1-200,https://www.google.com/maps/place/Le+Corner%E6%97%A9%E9%A4%90%2F%E6%97%A9%E5%8D%88%E9%A4%90%2F%E5%A4%96%E9%80%81%E5%8D%88%E9%A4%90%E4%BE%BF%E7%95%B6/data=!4m7!3m6!1s0x3442abd3671eb507:0x36551b34707660d7!8m2!3d25.0328073!4d121.5431386!16s%2Fg%2F1tgtc5mm!19sChIJB7UeZ9OrQjQR12B2cDQbVTY?authuser=0&hl=zh-TW&rclk=1,121.0,25.0328073,121.5431386
䇺點早午餐。館,早餐,4.2,$1-200,https://www.google.com/maps/place/%E4%87%BA%E9%BB%9E%E6%97%A9%E5%8D%88%E9%A4%90%E3%80%82%E9%A4%A8/data=!4m7!3m6!1s0x3442ab4b1f5a8383:0xfabab712596a662b!8m2!3d25.0275063!4d121.5459998!16s%2Fg%2F11sw_q3_b0!19sChIJg4NaH0urQjQRK2ZqWRK3uvo?authuser=0&hl=zh-TW&rclk=1,717.0,25.0275063,121.5459998
蔓食早午餐,早餐,4.5,$1-200,https://www.google.com/maps/place/%E8%94%93%E9%A3%9F%E6%97%A9%E5%8D%88%E9%A4%90/data=!4m7!3m6!1s0x3442aa2be5397c53:0x1e52061578e14aea!8m2!3d25.0269189!4d121.5420737!16s%2Fg%2F11xk_g8q3!19sChIJU3w55SuqQjQR6krheBUGUh4?authuser=0&hl=zh-TW&rclk=1,772.0,25.0269189,121.5420737
HOOD COFFEE,咖啡廳,4.6,$1-200,https://www.google.com/maps/place/HOOD+COFFEE/data=!4m7!3m6!1s0x3442ab174579b067:0x7574f03c17638a51!8m2!3d25.0400545!4d121.5472125!16s%2Fg%2F11y1g1g1tv!19sChIJZ7B5RRerQjQRUYpjFzzwdHU?authuser=0&hl=zh-TW&rclk=1,786.0,25.0400545,121.5472125
Congrats Café,咖啡廳,4.4,$200-400,https://www.google.com/maps/place/Congrats+Caf%C3%A9/data=!4m7!3m6!1s0x3442abcda5572b7b:0x34c1cf42f30f9caf!8m2!3d25.0329519!4d121.5505806!16s%2Fg%2F11cs613lv3!19sChIJeytXpc2rQjQRr5wP80LPwTQ?authuser=0&hl=zh-TW&rclk=1,679.0,25.0329519,121.5505806
這間咖啡,咖啡廳,4.2,$200-400,https://www.google.com/maps/place/%E9%80%99%E9%96%93%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3442abd33b214b87:0x56fd9ae113171a64!8m2!3d25.0318139!4d121.5447918!16s%2Fg%2F11c4xp36b7!19sChIJh0shO9OrQjQRZBoXE-Ga_VY?authuser=0&hl=zh-TW&rclk=1,225.0,25.0318139,121.5447918
noon,咖啡廳,4.6,$200-400,https://www.google.com/maps/place/noon/data=!4m7!3m6!1s0x3442ab6ffbd6022b:0xbd96e48f1ae4c410!8m2!3d25.0295273!4d121.5416819!16s%2Fg%2F11tfg3z_mz!19sChIJKwLW-2-rQjQREMTkGo_klr0?authuser=0&hl=zh-TW&rclk=1,511.0,25.0295273,121.5416819
春日好日,咖啡廳,4.9,$200-400,https://www.google.com/maps/place/%E6%98%A5%E6%97%A5%E5%A5%BD%E6%97%A5/data=!4m7!3m6!1s0x3442aa2ad07f6ab7:0xc242241da417c220!8m2!3d25.0315878!4d121.5393307!16s%2Fg%2F11f_h_xd2b!19sChIJt2p_0CqqQjQRIMIXpB0kQsI?authuser=0&hl=zh-TW&rclk=1,514.0,25.0315878,121.5393307
A N G L E,咖啡廳,4.5,$200-400,https://www.google.com/maps/place/A+N+G+L+E/data=!4m7!3m6!1s0x3442aa2bb82dc639:0x86bb0f2c740a2252!8m2!3d25.0281566!4d121.5406744!16s%2Fg%2F11gz7hy9n!19sChIJOcYtuCuqQjQRUiIKdCwPu4Y?authuser=0&hl=zh-TW&rclk=1,693.0,25.0281566,121.5406744
有kaffe冇/台北手沖咖啡 台北咖啡豆 大安區咖啡廳 大安區咖啡豆 忠孝復興咖啡廳 忠孝復興咖啡豆,咖啡廳,4.7,$200-400,https://www.google.com/maps/place/%E6%9C%89kaffe%E5%86%87%2F%E5%8F%B0%E5%8C%97%E6%89%8B%E6%B2%96%E5%92%96%E5%95%A1+%E5%8F%B0%E5%8C%97%E5%92%96%E5%95%A1%E8%B1%86+%E5%A4%A7%E5%AE%89%E5%8D%80%E5%92%96%E5%95%A1%E5%BB%B3+%E5%A4%A7%E5%AE%89%E5%8D%80%E5%92%96%E5%95%A1%E8%B1%86+%E5%BF%A0%E5%AD%9D%E5%BE%A9%E8%88%88%E5%92%96%E5%95%A1%E5%BB%B3+%E5%BF%A0%E5%AD%9D%E5%BE%A9%E8%88%88%E5%92%96%E5%95%A1%E8%B1%86/data=!4m7!3m6!1s0x3442abd4209bf46f:0xf1d86fe0852f86e4!8m2!3d25.0371253!4d121.541041!16s%2Fg%2F11hcfqlx0w!19sChIJb_SbINSrQjQR5IYvheBv2PE?authuser=0&hl=zh-TW&rclk=1,480.0,25.0371253,121.541041
溫度,咖啡廳,4.7,$200-400,https://www.google.com/maps/place/%E6%BA%AB%E5%BA%A6/data=!4m7!3m6!1s0x3442ab0222359a95:0x48a57c16f6746f3!8m2!3d25.0324954!4d121.5456216!16s%2Fg%2F11rgqcxy21!19sChIJlZo1IgKrQjQR80Znb8FXigQ?authuser=0&hl=zh-TW&rclk=1,218.0,25.0324954,121.5456216
Uranium Cafe 鈾咖啡餐酒館,咖啡廳,4.5,$400-600,https://www.google.com/maps/place/Uranium+Cafe+%E9%88%BE%E5%92%96%E5%95%A1%E9%A4%90%E9%85%92%E9%A4%A8/data=!4m7!3m6!1s0x3442abd17ba55aab:0x994b55a06d2abe5a!8m2!3d25.0367004!4d121.5450891!16s%2Fg%2F11bttrp5jm!19sChIJq1qle9GrQjQRWr4qbaBVS5k?authuser=0&hl=zh-TW&rclk=1,359.0,25.0367004,121.5450891
桃五咖啡（無訂位、候位）,咖啡廳,4.4,$200-400,https://www.google.com/maps/place/%E6%A1%83%E4%BA%94%E5%92%96%E5%95%A1%EF%BC%88%E7%84%A1%E8%A8%82%E4%BD%8D%E3%80%81%E5%80%99%E4%BD%8D%EF%BC%89/data=!4m7!3m6!1s0x3442abb78e02fb0d:0x8dd3b97aeb42a6f2!8m2!3d25.0298007!4d121.5404435!16s%2Fg%2F11l2zyzrz4!19sChIJDfsCjrerQjQR8qZC63q5040?authuser=0&hl=zh-TW&rclk=1,552.0,25.0298007,121.5404435
Oasis Coffee Roasters - Anhe (Last Order 16:30),咖啡廳,4.5,$200-400,https://www.google.com/maps/place/Oasis+Coffee+Roasters+-+Anhe+%28Last+Order+16:30%29/data=!4m7!3m6!1s0x3442ab73b96ee263:0x56b49833a8700e64!8m2!3d25.0340477!4d121.5517744!16s%2Fg%2F11f6m7v9rd!19sChIJY-JuuXOrQjQRZA5wqDOYtFY?authuser=0&hl=zh-TW&rclk=1,796.0,25.0340477,121.5517744
L'sød dessert coffee,咖啡廳,4.7,$200-400,https://www.google.com/maps/place/L%27s%C3%B8d+dessert+coffee/data=!4m7!3m6!1s0x3442ab443df2d443:0x1e6c6f0ad0f5096a!8m2!3d25.0276477!4d121.5419799!16s%2Fg%2F11sgh_mlzw!19sChIJQ9TyPUSrQjQRagn10ApvbB4?authuser=0&hl=zh-TW&rclk=1,696.0,25.0276477,121.5419799
喵喵屋中途貓咪咖啡廳、貓咪旅館,咖啡廳,4.8,$200-400,https://www.google.com/maps/place/%E5%96%B5%E5%96%B5%E5%B1%8B%E4%B8%AD%E9%80%94%E8%B2%93%E5%92%AA%E5%92%96%E5%95%A1%E5%BB%B3%E3%80%81%E8%B2%93%E5%92%AA%E6%97%85%E9%A4%A8/data=!4m7!3m6!1s0x3442abb29495eb3b:0x4f09da7794d2a4a0!8m2!3d25.0326426!4d121.5381983!16s%2Fg%2F11vd88f3fw!19sChIJO-uVlLKrQjQRoKTSlHfaCU8?authuser=0&hl=zh-TW&rclk=1,584.0,25.0326426,121.5381983
周記切仔麵,麵店,4.3,$1-200,https://www.google.com/maps/place/%E5%91%A8%E8%A8%98%E5%88%87%E4%BB%94%E9%BA%B5/data=!4m7!3m6!1s0x3442abd3e6192247:0x58b3b3c8ea4ba5c3!8m2!3d25.0358726!4d121.543848!16s%2Fg%2F1tgfmtxr!19sChIJRyIZ5tOrQjQRw6VL6sizs1g?authuser=0&hl=zh-TW&rclk=1,246.0,25.0358726,121.543848
好想見麵 大安信義店,麵店,4.0,$1-200,https://www.google.com/maps/place/%E5%A5%BD%E6%83%B3%E8%A6%8B%E9%BA%B5+%E5%A4%A7%E5%AE%89%E4%BF%A1%E7%BE%A9%E5%BA%97/data=!4m7!3m6!1s0x3442abb4ba9c53fd:0xd86744226a938777!8m2!3d25.0332015!4d121.5426859!16s%2Fg%2F11fpkv39m2!19sChIJ_VOcurSrQjQRd4eTaiJEZ9g?authuser=0&hl=zh-TW&rclk=1,131.0,25.0332015,121.5426859
成都老么牛肉麵,麵店,4.5,$1-200,https://www.google.com/maps/place/%E6%88%90%E9%83%BD%E8%80%81%E4%B9%88%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m7!3m6!1s0x3442abd40ed4bf29:0x77f0ed39b7804dea!8m2!3d25.0359889!4d121.5423064!16s%2Fg%2F11c6s58trd!19sChIJKb_UDtSrQjQR6k2Atznt8Hc?authuser=0&hl=zh-TW&rclk=1,304.0,25.0359889,121.5423064
川味麵典,麵店,4.3,$200-400,https://www.google.com/maps/place/%E5%B7%9D%E5%91%B3%E9%BA%B5%E5%85%B8/data=!4m7!3m6!1s0x3442aa2d74da4099:0xb2ab58afc7740c9b!8m2!3d25.0279948!4d121.5471241!16s%2Fg%2F11b6r_c175!19sChIJmUDadC2qQjQRmwx0x69Yq7I?authuser=0&hl=zh-TW&rclk=1,710.0,25.0279948,121.5471241
麵點王,麵店,4.4,$1-200,https://www.google.com/maps/place/%E9%BA%B5%E9%BB%9E%E7%8E%8B/data=!4m7!3m6!1s0x3442abd195e92169:0x1499358166c040b0!8m2!3d25.0308509!4d121.5502451!16s%2Fg%2F11xd7m2xr!19sChIJaSHpldGrQjQRsEDAZoE1mRQ?authuser=0&hl=zh-TW&rclk=1,713.0,25.0308509,121.5502451
幸福村麵堂,麵店,4.5,$1-200,https://www.google.com/maps/place/%E5%B9%B8%E7%A6%8F%E6%9D%91%E9%BA%B5%E5%A0%82/data=!4m7!3m6!1s0x3442a9ec3e0959e9:0xf4391d4e071100c4!8m2!3d25.0270074!4d121.5432498!16s%2Fg%2F11qgy265rl!19sChIJ6VkJPuypQjQRxAARB04dOfQ?authuser=0&hl=zh-TW&rclk=1,743.0,25.0270074,121.5432498
牛莊園牛肉麵,麵店,4.5,$200-400,https://www.google.com/maps/place/%E7%89%9B%E8%8E%8A%E5%9C%92%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m7!3m6!1s0x3442ab4ee0d0ae4b:0x26466b199ae1129d!8m2!3d25.0283199!4d121.5468478!16s%2Fg%2F11f7r6zd_d!19sChIJS67Q4E6rQjQRnRLhmhlrRiY?authuser=0&hl=zh-TW&rclk=1,665.0,25.0283199,121.5468478
江蘇老趙刀切麵,麵店,3.9,$1-200,https://www.google.com/maps/place/%E6%B1%9F%E8%98%87%E8%80%81%E8%B6%99%E5%88%80%E5%88%87%E9%BA%B5/data=!4m7!3m6!1s0x3442abd2e34bdfe3:0xc6af47184dcb5410!8m2!3d25.032739!4d121.5458649!16s%2Fg%2F1xpwgg_2!19sChIJ499L49KrQjQREFTLTRhHr8Y?authuser=0&hl=zh-TW&rclk=1,224.0,25.032739,121.5458649
餃子樂 東豐店,水餃,4.1,$200-400,https://www.google.com/maps/place/%E9%A4%83%E5%AD%90%E6%A8%82+%E6%9D%B1%E8%B1%90%E5%BA%97/data=!4m7!3m6!1s0x3442abd3e64df957:0xfca147d3113e3f13!8m2!3d25.0359616!4d121.5439994!16s%2Fg%2F11bcf1jy60!19sChIJV_lN5tOrQjQREz8-EdNHofw?authuser=0&hl=zh-TW&rclk=1,256.0,25.0359616,121.5439994
謝家大吉利牛肉手工水餃,水餃,4.4,$1-200,https://www.google.com/maps/place/%E8%AC%9D%E5%AE%B6%E5%A4%A7%E5%90%89%E5%88%A9%E7%89%9B%E8%82%89%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442a99bce6b355b:0x6cf72ff38d589e64!8m2!3d25.0325116!4d121.5507013!16s%2Fg%2F1tf5hbg7!19sChIJWzVrzpupQjQRZJ5YjfMv92w?authuser=0&hl=zh-TW&rclk=1,699.0,25.0325116,121.5507013
皖玉/低脂手工水餃,水餃,4.1,$1-200,https://www.google.com/maps/place/%E7%9A%96%E7%8E%89%2F%E4%BD%8E%E8%84%82%E6%89%8B%E5%B7%A5%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442abecf5253033:0x99b27574fd247f4e!8m2!3d25.0370849!4d121.5468986!16s%2Fg%2F11gsb5_5g7!19sChIJMzAl9eyrQjQRTn8k_XR1spk?authuser=0&hl=zh-TW&rclk=1,487.0,25.0370849,121.5468986
山玖鍋貼水餃,水餃,4.0,$1-200,https://www.google.com/maps/place/%E5%B1%B1%E7%8E%96%E9%8D%8B%E8%B2%BC%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442abd311ebbe3b:0x64e23fe8c6ace91f!8m2!3d25.0328639!4d121.545235!16s%2Fg%2F11cjkw81dk!19sChIJO77rEdOrQjQRH-msxug_4mQ?authuser=0&hl=zh-TW&rclk=1,162.0,25.0328639,121.545235
咪咪小館,水餃,4.5,$1-200,https://www.google.com/maps/place/%E5%92%AA%E5%92%AA%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442abd1ea89cda5:0xa06e505724f00418!8m2!3d25.0363402!4d121.547275!16s%2Fg%2F11g_z5jkr!19sChIJpc2J6tGrQjQRGATwJFdQbqA?authuser=0&hl=zh-TW&rclk=1,453.0,25.0363402,121.547275
寶芝玲水餃,水餃,4.5,無資料,https://www.google.com/maps/place/%E5%AF%B6%E8%8A%9D%E7%8E%B2%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442ab6233957f99:0x7f8354a423ce9354!8m2!3d25.0340216!4d121.5390416!16s%2Fg%2F11t1s9g9qy!19sChIJmX-VM2KrQjQRVJPOI6RUg38?authuser=0&hl=zh-TW&rclk=1,490.0,25.0340216,121.5390416
荊記水餃,水餃,5.0,無資料,https://www.google.com/maps/place/%E8%8D%8A%E8%A8%98%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442abd2fd2075f9:0x6dcffde366d5040f!8m2!3d25.032815!4d121.545742!16s%2Fg%2F1pzw3b086!19sChIJ-XUg_dKrQjQRDwTVZuP9z20?authuser=0&hl=zh-TW&rclk=1,210.0,25.032815,121.545742
建國精緻雲吞料理,水餃,4.1,$1-200,https://www.google.com/maps/place/%E5%BB%BA%E5%9C%8B%E7%B2%BE%E7%B7%BB%E9%9B%B2%E5%90%9E%E6%96%99%E7%90%86/data=!4m7!3m6!1s0x3442abd549110d35:0x53a475ac9fb88b8f!8m2!3d25.0329665!4d121.538191!16s%2Fg%2F11g7_mdjt_!19sChIJNQ0RSdWrQjQRj4u4n6x1pFM?authuser=0&hl=zh-TW&rclk=1,579.0,25.0329665,121.538191
王記水餃,水餃,4.3,$1-200,https://www.google.com/maps/place/%E7%8E%8B%E8%A8%98%E6%B0%B4%E9%A4%83/data=!4m7!3m6!1s0x3442aa2db051577d:0xb14276ef74fb91a3!8m2!3d25.027203!4d121.5458652!16s%2Fg%2F11c6dkzjgc!19sChIJfVdRsC2qQjQRo5H7dO92QrE?authuser=0&hl=zh-TW&rclk=1,746.0,25.027203,121.5458652
㡣龍香港茶餐廳,港式,4.3,$200-400,https://www.google.com/maps/place/%E3%A1%A3%E9%BE%8D%E9%A6%99%E6%B8%AF%E8%8C%B6%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abb90485b68f:0x5e4c8461263a9b44!8m2!3d25.0338308!4d121.5501281!16s%2Fg%2F11h8c2c_5y!19sChIJj7aFBLmrQjQRRJs6JmGETF4?authuser=0&hl=zh-TW&rclk=1,629.0,25.0338308,121.5501281
強記港式小館,港式,4.1,$1-200,https://www.google.com/maps/place/%E5%BC%B7%E8%A8%98%E6%B8%AF%E5%BC%8F%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442abd22fbf355b:0x4ca06f9e8d05ea3a!8m2!3d25.03544!4d121.5461174!16s%2Fg%2F1tfvqnrb!19sChIJWzW_L9KrQjQROuoFjZ5voEw?authuser=0&hl=zh-TW&rclk=1,299.0,25.03544,121.5461174
