name,type,rating,price,link,distance,lat,lng
忠南飯館,中式,4.2,$200-400,https://www.google.com/maps/place/%E5%BF%A0%E5%8D%97%E9%A3%AF%E9%A4%A8/data=!4m7!3m6!1s0x3442abd5d86bf4bd:0xb1b4ca9dc8c02465!8m2!3d25.0375693!4d121.539034!16s%2Fg%2F1tf9qjl1!19sChIJvfRr2NWrQjQRZSTAyJ3KtLE?authuser=0&hl=zh-TW&rclk=1,654.0,25.0375693,121.539034
闔家小館,中式,4.3,$200-400,https://www.google.com/maps/place/%E9%97%94%E5%AE%B6%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442abcddbb9b063:0x683327d990e955e3!8m2!3d25.034547!4d121.550328!16s%2Fg%2F1v82zsz0!19sChIJY7C5282rQjQR41XpkNknM2g?authuser=0&hl=zh-TW&rclk=1,656.0,25.034547,121.550328
錢唐村,中式,4.3,$400-600,https://www.google.com/maps/place/%E9%8C%A2%E5%94%90%E6%9D%91/data=!4m7!3m6!1s0x3442abcddc11ae07:0x516017a701cd530a!8m2!3d25.0346193!4d121.5501316!16s%2Fg%2F1tddpwtq!19sChIJB64R3M2rQjQRClPNAacXYFE?authuser=0&hl=zh-TW&rclk=1,638.0,25.0346193,121.5501316
春申食府,中式,4.1,$$,https://www.google.com/maps/place/%E6%98%A5%E7%94%B3%E9%A3%9F%E5%BA%9C/data=!4m7!3m6!1s0x3442abd1da975959:0xa6bfc8d9ab763954!8m2!3d25.0375111!4d121.5478096!16s%2Fg%2F1ptvsn86f!19sChIJWVmX2tGrQjQRVDl2q9nIv6Y?authuser=0&hl=zh-TW&rclk=1,582.0,25.0375111,121.5478096
chinois,中式,4.4,"超過 $2,000",https://www.google.com/maps/place/chinois/data=!4m7!3m6!1s0x3442ab77dc1710a9:0xf83c0bdbfa35598c!8m2!3d25.0352161!4d121.5473433!16s%2Fg%2F11jcmj1xvj!19sChIJqRAX3HerQjQRjFk1-tsLPPg?authuser=0&hl=zh-TW&rclk=1,389.0,25.0352161,121.5473433
江南春(江浙菜)Yangtse River-台北福華大飯店,中式,4.2,$$$,https://www.google.com/maps/place/%E6%B1%9F%E5%8D%97%E6%98%A5%28%E6%B1%9F%E6%B5%99%E8%8F%9C%29Yangtse+River-%E5%8F%B0%E5%8C%97%E7%A6%8F%E8%8F%AF%E5%A4%A7%E9%A3%AF%E5%BA%97/data=!4m7!3m6!1s0x3442abd148946d45:0x6c4c7583b317ed7f!8m2!3d25.0376486!4d121.5431545!16s%2Fg%2F1tdcp6xt!19sChIJRW2USNGrQjQRf-0Xs4N1TGw?authuser=0&hl=zh-TW&rclk=1,449.0,25.0376486,121.5431545
龍翔園餐廳,中式,4.1,$$,https://www.google.com/maps/place/%E9%BE%8D%E7%BF%94%E5%9C%92%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abd1e384caed:0x109064c2b5369923!8m2!3d25.0369955!4d121.5480492!16s%2Fg%2F1tj_2ywz!19sChIJ7cqE49GrQjQRI5k2tcJkkBA?authuser=0&hl=zh-TW&rclk=1,560.0,25.0369955,121.5480492
彭家園,中式,4.2,$600-800,https://www.google.com/maps/place/%E5%BD%AD%E5%AE%B6%E5%9C%92/data=!4m7!3m6!1s0x3442abcdbb4e5a37:0x448c92318378d96b!8m2!3d25.0359237!4d121.5476345!16s%2Fg%2F1tr9l3pf!19sChIJN1pOu82rQjQRa9l4gzGSjEQ?authuser=0&hl=zh-TW&rclk=1,454.0,25.0359237,121.5476345
軒維小廚,中式,4.0,$$,https://www.google.com/maps/place/%E8%BB%92%E7%B6%AD%E5%B0%8F%E5%BB%9A/data=!4m7!3m6!1s0x3442abce14b2c1b3:0x76c6f1a9495b1be4!8m2!3d25.0361937!4d121.5497199!16s%2Fg%2F11h12mw0d!19sChIJs8GyFM6rQjQR5BtbSanxxnY?authuser=0&hl=zh-TW&rclk=1,652.0,25.0361937,121.5497199
品味鮮小館 老彭的菜,中式,4.3,$400-600,https://www.google.com/maps/place/%E5%93%81%E5%91%B3%E9%AE%AE%E5%B0%8F%E9%A4%A8+%E8%80%81%E5%BD%AD%E7%9A%84%E8%8F%9C/data=!4m7!3m6!1s0x3442ab30c5eac5cf:0x71e77b141ca0882c!8m2!3d25.0330687!4d121.5502947!16s%2Fg%2F11hf02r3bp!19sChIJz8XqxTCrQjQRLIigHBR753E?authuser=0&hl=zh-TW&rclk=1,649.0,25.0330687,121.5502947
申浦尚宴,中式,4.2,$$$,https://www.google.com/maps/place/%E7%94%B3%E6%B5%A6%E5%B0%9A%E5%AE%B4/data=!4m7!3m6!1s0x3442ab2a67a8c1f1:0x3bbce69c5b814ce2!8m2!3d25.033067!4d121.5503741!16s%2Fg%2F11fhtjhhfd!19sChIJ8cGoZyqrQjQR4kyBW5zmvDs?authuser=0&hl=zh-TW&rclk=1,657.0,25.033067,121.5503741
廣記小吃店,小吃,4.5,$1-200,https://www.google.com/maps/place/%E5%BB%A3%E8%A8%98%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442ab2cfeb0faf9:0xaf198ee8f1e0c48d!8m2!3d25.0374428!4d121.544296!16s%2Fg%2F11pv2rt30n!19sChIJ-fqw_iyrQjQRjcTg8eiOGa8?authuser=0&hl=zh-TW&rclk=1,422.0,25.0374428,121.544296
麗如小吃店,小吃,4.4,$1-200,https://www.google.com/maps/place/%E9%BA%97%E5%A6%82%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442aa2b993bde3d:0x199ba2d8689acfed!8m2!3d25.0286863!4d121.5415097!16s%2Fg%2F1tdg5h1z!19sChIJPd47mSuqQjQR7c-aaNiimxk?authuser=0&hl=zh-TW&rclk=1,603.0,25.0286863,121.5415097
利長春小吃店,小吃,4.3,$1-200,https://www.google.com/maps/place/%E5%88%A9%E9%95%B7%E6%98%A5%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442abdbbee4fd8b:0x3d2806ce44b09405!8m2!3d25.0338508!4d121.5513325!16s%2Fg%2F1tj28q2s!19sChIJi_3kvturQjQRBZSwRM4GKD0?authuser=0&hl=zh-TW&rclk=1,751.0,25.0338508,121.5513325
陸光小吃館,小吃,4.0,$200-400,https://www.google.com/maps/place/%E9%99%B8%E5%85%89%E5%B0%8F%E5%90%83%E9%A4%A8/data=!4m7!3m6!1s0x3442abd1f05e2371:0x17929379bd8588fc!8m2!3d25.0360931!4d121.5475897!16s%2Fg%2F1pzttxrgk!19sChIJcSNe8NGrQjQR_IiFvXmTkhc?authuser=0&hl=zh-TW&rclk=1,461.0,25.0360931,121.5475897
大安麵線之家(大安無刺虱目魚專賣店),小吃,4.0,$1-200,https://www.google.com/maps/place/%E5%A4%A7%E5%AE%89%E9%BA%B5%E7%B7%9A%E4%B9%8B%E5%AE%B6%28%E5%A4%A7%E5%AE%89%E7%84%A1%E5%88%BA%E8%99%B1%E7%9B%AE%E9%AD%9A%E5%B0%88%E8%B3%A3%E5%BA%97%29/data=!4m7!3m6!1s0x3442aa2c57c1ac75:0xd90d866c78daa50e!8m2!3d25.0282263!4d121.54485!16s%2Fg%2F1pzv1s8vf!19sChIJdazBVyyqQjQRDqXaeGyGDdk?authuser=0&hl=zh-TW&rclk=1,612.0,25.0282263,121.54485
信億小吃店,小吃,4.5,$1-200,https://www.google.com/maps/place/%E4%BF%A1%E5%84%84%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m7!3m6!1s0x3442abee12a031f7:0xac49a7f5e9121051!8m2!3d25.0346067!4d121.5515706!16s%2Fg%2F11vkddvv1s!19sChIJ9zGgEu6rQjQRURAS6fWnSaw?authuser=0&hl=zh-TW&rclk=1,781.0,25.0346067,121.5515706
無名麵店,小吃,4.0,$1-200,https://www.google.com/maps/place/%E7%84%A1%E5%90%8D%E9%BA%B5%E5%BA%97/data=!4m7!3m6!1s0x3442abd317c788e3:0x9fa8bfab834c96e!8m2!3d25.0330256!4d121.5445607!16s%2Fg%2F11f_j2qns6!19sChIJ44jHF9OrQjQRbsk0uPqL-gk?authuser=0&hl=zh-TW&rclk=1,98.0,25.0330256,121.5445607
陳記豬肝湯（仁愛醫院豬肝湯）,小吃,3.6,$1-200,https://www.google.com/maps/place/%E9%99%B3%E8%A8%98%E8%B1%AC%E8%82%9D%E6%B9%AF%EF%BC%88%E4%BB%81%E6%84%9B%E9%86%AB%E9%99%A2%E8%B1%AC%E8%82%9D%E6%B9%AF%EF%BC%89/data=!4m7!3m6!1s0x3442abd18299538b:0x9c1ca1a3e083606d!8m2!3d25.0367068!4d121.5455327!16s%2Fg%2F1tcxggt8!19sChIJi1OZgtGrQjQRbWCD4KOhHJw?authuser=0&hl=zh-TW&rclk=1,377.0,25.0367068,121.5455327
元氣家族麵飯館(大安店)｜傳統小吃｜餐廳｜推薦｜台灣美食｜學生聚餐｜平價｜小吃｜麵店｜大安捷運美食,小吃,4.1,$1-200,https://www.google.com/maps/place/%E5%85%83%E6%B0%A3%E5%AE%B6%E6%97%8F%E9%BA%B5%E9%A3%AF%E9%A4%A8%28%E5%A4%A7%E5%AE%89%E5%BA%97%29%EF%BD%9C%E5%82%B3%E7%B5%B1%E5%B0%8F%E5%90%83%EF%BD%9C%E9%A4%90%E5%BB%B3%EF%BD%9C%E6%8E%A8%E8%96%A6%EF%BD%9C%E5%8F%B0%E7%81%A3%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%AD%B8%E7%94%9F%E8%81%9A%E9%A4%90%EF%BD%9C%E5%B9%B3%E5%83%B9%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E9%BA%B5%E5%BA%97%EF%BD%9C%E5%A4%A7%E5%AE%89%E6%8D%B7%E9%81%8B%E7%BE%8E%E9%A3%9F/data=!4m7!3m6!1s0x3442abd31190c8d1:0x522fbf9cb2396ae8!8m2!3d25.0328858!4d121.5445372!16s%2Fg%2F11cnp23w15!19sChIJ0ciQEdOrQjQR6Go5spy_L1I?authuser=0&hl=zh-TW&rclk=1,109.0,25.0328858,121.5445372
小南鄭記台南碗粿虱目魚羹（大安分店）,小吃,4.3,$1-200,https://www.google.com/maps/place/%E5%B0%8F%E5%8D%97%E9%84%AD%E8%A8%98%E5%8F%B0%E5%8D%97%E7%A2%97%E7%B2%BF%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%BE%B9%EF%BC%88%E5%A4%A7%E5%AE%89%E5%88%86%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x3442abd2e141ce91:0x2c73324568829ac7!8m2!3d25.0330468!4d121.54581!16s%2Fg%2F1232tn9fh!19sChIJkc5B4dKrQjQRx5qCaEUycyw?authuser=0&hl=zh-TW&rclk=1,206.0,25.0330468,121.54581
阿嬤麵小吃,小吃,4.2,無資料,https://www.google.com/maps/place/%E9%98%BF%E5%AC%A4%E9%BA%B5%E5%B0%8F%E5%90%83/data=!4m7!3m6!1s0x3442abcc2a016fab:0xec81ecbe887bf737!8m2!3d25.0344634!4d121.5515247!16s%2Fg%2F11cnbzbt5d!19sChIJq28BKsyrQjQRN_d7iL7sgew?authuser=0&hl=zh-TW&rclk=1,775.0,25.0344634,121.5515247
客家小店,小吃,4.4,$1-200,https://www.google.com/maps/place/%E5%AE%A2%E5%AE%B6%E5%B0%8F%E5%BA%97/data=!4m7!3m6!1s0x3442abd36a2aa44b:0xea269cf076c56317!8m2!3d25.0326762!4d121.5437885!16s%2Fg%2F11hbpr6z0k!19sChIJS6QqatOrQjQRF2PFdvCcJuo?authuser=0&hl=zh-TW&rclk=1,110.0,25.0326762,121.5437885
Fa Burger,速食,4.5,$200-400,https://www.google.com/maps/place/Fa+Burger/data=!4m7!3m6!1s0x3442abd39d167a5b:0x6b662c798df04cf0!8m2!3d25.0364984!4d121.5458924!16s%2Fg%2F11n5gqkzl6!19sChIJW3oWndOrQjQR8EzwjXksZms?authuser=0&hl=zh-TW&rclk=1,374.0,25.0364984,121.5458924
小勇士德州炸雞Golden Fried Chicken,速食,4.3,$1-200,https://www.google.com/maps/place/%E5%B0%8F%E5%8B%87%E5%A3%AB%E5%BE%B7%E5%B7%9E%E7%82%B8%E9%9B%9EGolden+Fried+Chicken/data=!4m7!3m6!1s0x3442ab24c4ae4717:0x5a45563ab58f129d!8m2!3d25.0336678!4d121.5390779!16s%2Fg%2F11ft4d7yrx!19sChIJF0euxCSrQjQRnRKPtTpWRVo?authuser=0&hl=zh-TW&rclk=1,484.0,25.0336678,121.5390779
樂漢堡美式餐廳 台北大安店,速食,4.6,$200-400,https://www.google.com/maps/place/%E6%A8%82%E6%BC%A2%E5%A0%A1%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3+%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89%E5%BA%97/data=!4m7!3m6!1s0x3442ab8d947fbd23:0xe26b34dfa3a828ad!8m2!3d25.0346666!4d121.5461888!16s%2Fg%2F11grvk262p!19sChIJI71_lI2rQjQRrSioo980a-I?authuser=0&hl=zh-TW&rclk=1,257.0,25.0346666,121.5461888
燒味堂,速食,4.7,$1-200,https://www.google.com/maps/place/%E7%87%92%E5%91%B3%E5%A0%82/data=!4m7!3m6!1s0x3442ab27116e9283:0xc959dfb3464701ab!8m2!3d25.0351968!4d121.5439165!16s%2Fg%2F11xp8b6qyp!19sChIJg5JuESerQjQRqwFHRrPfWck?authuser=0&hl=zh-TW&rclk=1,170.0,25.0351968,121.5439165
頂呱呱復興店,速食,3.8,$1-200,https://www.google.com/maps/place/%E9%A0%82%E5%91%B1%E5%91%B1%E5%BE%A9%E8%88%88%E5%BA%97/data=!4m7!3m6!1s0x3442abd0b8539a4d:0x4832843689982fe0!8m2!3d25.0407112!4d121.5435198!16s%2Fg%2F11c5j6xqc_!19sChIJTZpTuNCrQjQR4C-YiTaEMkg?authuser=0&hl=zh-TW&rclk=1,784.0,25.0407112,121.5435198
復古豪斯Retro House,速食,4.8,$200-400,https://www.google.com/maps/place/%E5%BE%A9%E5%8F%A4%E8%B1%AA%E6%96%AFRetro+House/data=!4m7!3m6!1s0x3442ab518c6928af:0x82ea388f58b40c66!8m2!3d25.0265813!4d121.5438623!16s%2Fg%2F11kk7pnmwb!19sChIJryhpjFGrQjQRZgy0WI846oI?authuser=0&hl=zh-TW&rclk=1,788.0,25.0265813,121.5438623
吉米樂狗 Jimmy's Hotdog Club,速食,4.5,$200-400,https://www.google.com/maps/place/%E5%90%89%E7%B1%B3%E6%A8%82%E7%8B%97+Jimmy%27s+Hotdog+Club/data=!4m7!3m6!1s0x346e03f42e5fcca9:0x38b19cd43a46d1ae!8m2!3d25.0317059!4d121.5445333!16s%2Fg%2F11cm0x25cq!19sChIJqcxfLvQDbjQRrtFGOtScsTg?authuser=0&hl=zh-TW&rclk=1,227.0,25.0317059,121.5445333
肯德基- 台北復興南餐廳,速食,3.0,$200-400,https://www.google.com/maps/place/%E8%82%AF%E5%BE%B7%E5%9F%BA-+%E5%8F%B0%E5%8C%97%E5%BE%A9%E8%88%88%E5%8D%97%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442ab20250edd19:0xbef58a70a78d2c5e!8m2!3d25.0268077!4d121.5437174!16s%2Fg%2F11t79lpm7k!19sChIJGd0OJSCrQjQRXiyNp3CK9b4?authuser=0&hl=zh-TW&rclk=1,763.0,25.0268077,121.5437174
ROAST Burger 爐烤熟成牛肉堡 仁愛復興店,速食,4.4,$200-400,https://www.google.com/maps/place/ROAST+Burger+%E7%88%90%E7%83%A4%E7%86%9F%E6%88%90%E7%89%9B%E8%82%89%E5%A0%A1+%E4%BB%81%E6%84%9B%E5%BE%A9%E8%88%88%E5%BA%97/data=!4m7!3m6!1s0x3442abdb1114262b:0xd08d1604770953c!8m2!3d25.0365909!4d121.5439083!16s%2Fg%2F11v6fk9351!19sChIJKyYUEdurQjQRPJVwR2DRCA0?authuser=0&hl=zh-TW&rclk=1,325.0,25.0365909,121.5439083
Oregano奧瑞岡義式餐廳,義式,4.6,$400-600,https://www.google.com/maps/place/Oregano%E5%A5%A7%E7%91%9E%E5%B2%A1%E7%BE%A9%E5%BC%8F%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abd2876eb461:0xb7122b13015b4f7!8m2!3d25.0327771!4d121.5479234!16s%2Fg%2F1tr79hpk!19sChIJYbRuh9KrQjQR97QVMLEicQs?authuser=0&hl=zh-TW&rclk=1,419.0,25.0327771,121.5479234
賈福廚房 JFULL,義式,4.4,$200-400,https://www.google.com/maps/place/%E8%B3%88%E7%A6%8F%E5%BB%9A%E6%88%BF+JFULL/data=!4m7!3m6!1s0x3442aa2b9aaf92c9:0xb0b0505c93d313d9!8m2!3d25.0283674!4d121.5419192!16s%2Fg%2F11c6qk51_c!19sChIJyZKvmiuqQjQR2RPTk1xQsLA?authuser=0&hl=zh-TW&rclk=1,621.0,25.0283674,121.5419192
de nuit,法式,4.7,"超過 $2,000",https://www.google.com/maps/place/de+nuit/data=!4m7!3m6!1s0x3442ab4d1b236c3d:0xe10cb01c98db29cf!8m2!3d25.0334883!4d121.5505407!16s%2Fg%2F11j029xbgh!19sChIJPWwjG02rQjQRzynbmBywDOE?authuser=0&hl=zh-TW&rclk=1,671.0,25.0334883,121.5505407
L'atelier de Patrick 法式派翠克餐廳,法式,4.5,"超過 $2,000",https://www.google.com/maps/place/L%27atelier+de+Patrick+%E6%B3%95%E5%BC%8F%E6%B4%BE%E7%BF%A0%E5%85%8B%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442abd1f8cdf2ef:0xed20ac08f9502631!8m2!3d25.035639!4d121.5480613!16s%2Fg%2F1tf7k7x8!19sChIJ7_LN-NGrQjQRMSZQ-QisIO0?authuser=0&hl=zh-TW&rclk=1,475.0,25.035639,121.5480613
Léonievan1902 法式甜點,法式,4.7,$200-400,https://www.google.com/maps/place/L%C3%A9onievan1902+%E6%B3%95%E5%BC%8F%E7%94%9C%E9%BB%9E/data=!4m7!3m6!1s0x3442abb06a299b67:0x5131195bea3d5cab!8m2!3d25.0355635!4d121.544152!16s%2Fg%2F11k9sv63y1!19sChIJZ5sparCrQjQRq1w96lsZMVE?authuser=0&hl=zh-TW&rclk=1,213.0,25.0355635,121.544152
畬室法式巧克力甜點創作 YU CHOCOLATIER,法式,4.5,無資料,https://www.google.com/maps/place/%E7%95%AC%E5%AE%A4%E6%B3%95%E5%BC%8F%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%94%9C%E9%BB%9E%E5%89%B5%E4%BD%9C+YU+CHOCOLATIER/data=!4m7!3m6!1s0x3442abce48bc3e3f:0xb0746248c102b7dc!8m2!3d25.0370159!4d121.5500848!16s%2Fg%2F11b779jg6y!19sChIJPz68SM6rQjQR3LcCwUhidLA?authuser=0&hl=zh-TW&rclk=1,727.0,25.0370159,121.5500848
CUPETIT 卡柏蒂精品甜點｜Royal Chic Lounge・台北大安旗艦店,法式,4.9,$$,https://www.google.com/maps/place/CUPETIT+%E5%8D%A1%E6%9F%8F%E8%92%82%E7%B2%BE%E5%93%81%E7%94%9C%E9%BB%9E%EF%BD%9CRoyal+Chic+Lounge%E3%83%BB%E5%8F%B0%E5%8C%97%E5%A4%A7%E5%AE%89%E6%97%97%E8%89%A6%E5%BA%97/data=!4m7!3m6!1s0x3442aa2cb5730d8f:0xafead9047e0fbfd2!8m2!3d25.030911!4d121.544055!16s%2Fg%2F11g7z7wxrj!19sChIJjw1ztSyqQjQR0r8PfgTZ6q8?authuser=0&hl=zh-TW&rclk=1,307.0,25.030911,121.544055
SEASON Artisan Pâtissier敦南旗艦店,法式,4.5,$400-600,https://www.google.com/maps/place/SEASON+Artisan+P%C3%A2tissier%E6%95%A6%E5%8D%97%E6%97%97%E8%89%A6%E5%BA%97/data=!4m7!3m6!1s0x3442abce7474ee7f:0xa602be16a8b3bcde!8m2!3d25.0354052!4d121.5500975!16s%2Fg%2F1yh9ncll9!19sChIJf-50dM6rQjQR3ryzqBa-AqY?authuser=0&hl=zh-TW&rclk=1,655.0,25.0354052,121.5500975
chochoco 巧克力專賣店 法式手工喜餅 (大安店),法式,4.7,無資料,https://www.google.com/maps/place/chochoco+%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%B0%88%E8%B3%A3%E5%BA%97+%E6%B3%95%E5%BC%8F%E6%89%8B%E5%B7%A5%E5%96%9C%E9%A4%85+%28%E5%A4%A7%E5%AE%89%E5%BA%97%29/data=!4m7!3m6!1s0x3442ab1cff2ab297:0x2e543e01087e89ed!8m2!3d25.0401088!4d121.5461918!16s%2Fg%2F11fhqkdnm9!19sChIJl7Iq_xyrQjQR7Yl-CAE-VC4?authuser=0&hl=zh-TW&rclk=1,753.0,25.0401088,121.5461918
M One Cafe 大安,美式,4.4,$400-600,https://www.google.com/maps/place/M+One+Cafe+%E5%A4%A7%E5%AE%89/data=!4m7!3m6!1s0x3442abd0fd56f535:0x9d41241a8bfd083!8m2!3d25.0388681!4d121.5450689!16s%2Fg%2F11gz9vdh3!19sChIJNfVW_dCrQjQRg9C_qEES1Ak?authuser=0&hl=zh-TW&rclk=1,591.0,25.0388681,121.5450689
SWENSEN'S 双聖大安店,美式,4.3,$400-600,https://www.google.com/maps/place/SWENSEN%27S+%E5%8F%8C%E8%81%96%E5%A4%A7%E5%AE%89%E5%BA%97/data=!4m7!3m6!1s0x3442ab364035f98d:0x156dbcacd1cf3a73!8m2!3d25.0342927!4d121.5439804!16s%2Fg%2F11l20wr3nh!19sChIJjfk1QDarQjQRczrP0ay8bRU?authuser=0&hl=zh-TW&rclk=1,70.0,25.0342927,121.5439804
泰美,泰式,4.2,$600-800,https://www.google.com/maps/place/%E6%B3%B0%E7%BE%8E/data=!4m7!3m6!1s0x3442abd22a7ada0b:0xbdbdea61ebbbe46f!8m2!3d25.0359152!4d121.5457884!16s%2Fg%2F11bcdxg2q3!19sChIJC9p6KtKrQjQRb-S762Hqvb0?authuser=0&hl=zh-TW&rclk=1,315.0,25.0359152,121.5457884
心泰原創泰國料理-敦南店,泰式,4.4,$$,https://www.google.com/maps/place/%E5%BF%83%E6%B3%B0%E5%8E%9F%E5%89%B5%E6%B3%B0%E5%9C%8B%E6%96%99%E7%90%86-%E6%95%A6%E5%8D%97%E5%BA%97/data=!4m7!3m6!1s0x3442abcd2e2c3b6f:0xbf02ce1c7bc3acc9!8m2!3d25.0300746!4d121.5505813!16s%2Fg%2F11d_88cs46!19sChIJbzssLs2rQjQRyazDexzOAr8?authuser=0&hl=zh-TW&rclk=1,784.0,25.0300746,121.5505813
這味泰泰 Mrs. Thai Thai- 復南門市,泰式,4.1,$200-400,https://www.google.com/maps/place/%E9%80%99%E5%91%B3%E6%B3%B0%E6%B3%B0+Mrs.+Thai+Thai-+%E5%BE%A9%E5%8D%97%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442ab235a818fff:0xf92ced1bc5e0dfa2!8m2!3d25.0268914!4d121.5436742!16s%2Fg%2F11s_yyc3vz!19sChIJ_4-BWiOrQjQRot_gxRvtLPk?authuser=0&hl=zh-TW&rclk=1,753.0,25.0268914,121.5436742
The Green Room 泰式蔬食,泰式,4.2,$400-600,https://www.google.com/maps/place/The+Green+Room+%E6%B3%B0%E5%BC%8F%E8%94%AC%E9%A3%9F/data=!4m7!3m6!1s0x3442abc928dc7153:0xf74fd81389a2fec1!8m2!3d25.0306999!4d121.538605!16s%2Fg%2F11bx8h9vmy!19sChIJU3HcKMmrQjQRwf6iiRPYT_c?authuser=0&hl=zh-TW&rclk=1,626.0,25.0306999,121.538605
韓蒔HAN SHIH,韓式,4.6,$200-400,https://www.google.com/maps/place/%E9%9F%93%E8%92%94HAN+SHIH/data=!4m7!3m6!1s0x3442abd0469ee9cd:0x4593af48f57d03e!8m2!3d25.0277151!4d121.5479553!16s%2Fg%2F11q8vgdk_4!19sChIJzemeRtCrQjQRPtBXj_Q6WQQ?authuser=0&hl=zh-TW&rclk=1,778.0,25.0277151,121.5479553
啾哇嘿喲,韓式,4.1,$400-600,https://www.google.com/maps/place/%E5%95%BE%E5%93%87%E5%98%BF%E5%96%B2/data=!4m7!3m6!1s0x3442abdb2772d7a3:0x29a2e9ddb2fce267!8m2!3d25.0330449!4d121.5417634!16s%2Fg%2F11bzzvjx4x!19sChIJo9dyJ9urQjQRZ-L8st3poik?authuser=0&hl=zh-TW&rclk=1,225.0,25.0330449,121.5417634
